Series Name,Series Code,Country Name,Country Code,2018 [YR2018],2019 [YR2019],2020 [YR2020]
"Industry (including construction), value added (constant 2015 US$)",NV.IND.TOTL.KD,Uzbekistan,UZB,24156709896.3233,26167504989.7244,26814465580.5364
"Industry (including construction), value added (constant 2015 US$)",NV.IND.TOTL.KD,Vanuatu,VUT,91712265.5009889,..,..
"Industry (including construction), value added (constant 2015 US$)",NV.IND.TOTL.KD,"Venezuela, RB",VEN,..,..,..
"Industry (including construction), value added (constant 2015 US$)",NV.IND.TOTL.KD,Vietnam,VNM,..,..,..
"Industry (including construction), value added (constant 2015 US$)",NV.IND.TOTL.KD,Virgin Islands (U.S.),VIR,..,..,..
"Industry (including construction), value added (constant 2015 US$)",NV.IND.TOTL.KD,West Bank and Gaza,PSE,2977400000,2963800000,2388800000
"Industry (including construction), value added (constant 2015 US$)",NV.IND.TOTL.KD,"Yemen, Rep.",YEM,11116129904.814,11271755732.0521,10313656491.5065
"Industry (including construction), value added (constant 2015 US$)",NV.IND.TOTL.KD,Zambia,ZMB,8329749652.18631,8057518691.68248,8159875604.92946
"Industry (including construction), value added (constant 2015 US$)",NV.IND.TOTL.KD,Zimbabwe,ZWE,4781005685.1509,4250290614.89579,4022809058.84039
"Industry (including construction), value added (constant 2015 US$)",NV.IND.TOTL.KD,Africa Eastern and Southern,AFE,249222925471.803,253458733573.112,241076412159.406
"Industry (including construction), value added (constant 2015 US$)",NV.IND.TOTL.KD,Africa Western and Central,AFW,175580119313.981,182067141348.206,177116122281.633
"Industry (including construction), value added (constant 2015 US$)",NV.IND.TOTL.KD,Arab World,ARB,1059076165257.67,1063496438210.88,998584171900.619
"Industry (including construction), value added (constant 2015 US$)",NV.IND.TOTL.KD,Caribbean small states,CSS,17850642926.1566,17706219742.6992,18024470121.4532
"Industry (including construction), value added (constant 2015 US$)",NV.IND.TOTL.KD,Central Europe and the Baltics,CEB,418686121294.943,428482532616.586,403751082920.005
"Industry (including construction), value added (constant 2015 US$)",NV.IND.TOTL.KD,Early-demographic dividend,EAR,3577674731258.48,3576166485912.64,3424617595153.98
"Industry (including construction), value added (constant 2015 US$)",NV.IND.TOTL.KD,East Asia & Pacific,EAS,8932649725992.46,9213075762074.73,9269661310690.88
"Industry (including construction), value added (constant 2015 US$)",NV.IND.TOTL.KD,East Asia & Pacific (excluding high income),EAP,6311637733762.71,6614521684732.98,6723333802994.63
"Industry (including construction), value added (constant 2015 US$)",NV.IND.TOTL.KD,East Asia & Pacific (IDA & IBRD countries),TEA,6302643167183.66,6605095485354.7,6713752538024.25
"Industry (including construction), value added (constant 2015 US$)",NV.IND.TOTL.KD,Euro area,EMU,2795727787511.19,2812798396779.85,2625653652342.22
"Industry (including construction), value added (constant 2015 US$)",NV.IND.TOTL.KD,Europe & Central Asia,ECS,5126436717483.65,5178824576815.93,4893716798700.86
"Industry (including construction), value added (constant 2015 US$)",NV.IND.TOTL.KD,Europe & Central Asia (excluding high income),ECA,931381205921.328,939463924884.802,928549420743.589
"Industry (including construction), value added (constant 2015 US$)",NV.IND.TOTL.KD,Europe & Central Asia (IDA & IBRD countries),TEC,1163878502600.33,1176115973905.65,1155240781792.74
"Industry (including construction), value added (constant 2015 US$)",NV.IND.TOTL.KD,European Union,EUU,3332714751947.44,3359678792883.73,3147623843055.74
"Industry (including construction), value added (constant 2015 US$)",NV.IND.TOTL.KD,Fragile and conflict affected situations,FCS,..,..,..
"Industry (including construction), value added (constant 2015 US$)",NV.IND.TOTL.KD,Heavily indebted poor countries (HIPC),HPC,194477444596.651,205053187268.152,208048966407.984
"Industry (including construction), value added (constant 2015 US$)",NV.IND.TOTL.KD,High income,HIC,11759423367777.2,11868394325186,11497551035262
"Industry (including construction), value added (constant 2015 US$)",NV.IND.TOTL.KD,IBRD only,IBD,10217379560236.3,10503342876011.6,10436062341764.1
"Industry (including construction), value added (constant 2015 US$)",NV.IND.TOTL.KD,IDA & IBRD total,IBT,10755562423908.7,11071817469270.8,11004384312674.4
"Industry (including construction), value added (constant 2015 US$)",NV.IND.TOTL.KD,IDA blend,IDB,222213117986.237,227829095391.148,219434094057.402
"Industry (including construction), value added (constant 2015 US$)",NV.IND.TOTL.KD,IDA only,IDX,315474979536.334,339391434038.854,347182276627.456
"Industry (including construction), value added (constant 2015 US$)",NV.IND.TOTL.KD,IDA total,IDA,537619481260.118,567123183235.228,566886817719.077
"Industry (including construction), value added (constant 2015 US$)",NV.IND.TOTL.KD,Late-demographic dividend,LTE,7734360649521.53,8032142569939.02,8113566542352.78
"Industry (including construction), value added (constant 2015 US$)",NV.IND.TOTL.KD,Latin America & Caribbean,LCN,1544902952641.29,1527639839872.92,1408997097575.49
"Industry (including construction), value added (constant 2015 US$)",NV.IND.TOTL.KD,Latin America & Caribbean (excluding high income),LAC,1113301304385.04,1099500870662.85,1015211140708.32
"Industry (including construction), value added (constant 2015 US$)",NV.IND.TOTL.KD,Latin America & the Caribbean (IDA & IBRD countries),TLA,1467992618607.13,1452145298592.84,1339803059404.51
"Industry (including construction), value added (constant 2015 US$)",NV.IND.TOTL.KD,Least developed countries: UN classification,LDC,294833387064.861,314238555551.44,317665327230.091
"Industry (including construction), value added (constant 2015 US$)",NV.IND.TOTL.KD,Low & middle income,LMY,10140855838985.9,10443613661418.4,10395528261077.3
"Industry (including construction), value added (constant 2015 US$)",NV.IND.TOTL.KD,Low income,LIC,127692579109.039,134887259232.622,137844196288.976
"Industry (including construction), value added (constant 2015 US$)",NV.IND.TOTL.KD,Lower middle income,LMC,2149124076805.85,2180777928436.53,2118087520968.65
"Industry (including construction), value added (constant 2015 US$)",NV.IND.TOTL.KD,Middle East & North Africa,MEA,1255020694225.26,1250654599968.9,1196754819800.18
"Industry (including construction), value added (constant 2015 US$)",NV.IND.TOTL.KD,Middle East & North Africa (excluding high income),MNA,510367630058.116,509660244713.972,495612366726.015
"Industry (including construction), value added (constant 2015 US$)",NV.IND.TOTL.KD,Middle East & North Africa (IDA & IBRD countries),TMN,507390230058.116,506696444713.972,493257207693.851
"Industry (including construction), value added (constant 2015 US$)",NV.IND.TOTL.KD,Middle income,MIC,10013233001901.6,10308965845626.5,10258177989254.2
"Industry (including construction), value added (constant 2015 US$)",NV.IND.TOTL.KD,North America,NAC,4020945242038.74,4106724155040.77,4109414485192.36
"Industry (including construction), value added (constant 2015 US$)",NV.IND.TOTL.KD,Not classified,INX,..,..,..
"Industry (including construction), value added (constant 2015 US$)",NV.IND.TOTL.KD,OECD members,OED,11285311937428,11381626830902.9,11004181172289.6
"Industry (including construction), value added (constant 2015 US$)",NV.IND.TOTL.KD,Other small states,OSS,162863299063.676,162851314810.632,156341733084.938
"Industry (including construction), value added (constant 2015 US$)",NV.IND.TOTL.KD,Pacific island small states,PSS,1387517277.84252,1407165508.06353,1319461790.78547
"Industry (including construction), value added (constant 2015 US$)",NV.IND.TOTL.KD,Post-demographic dividend,PST,10292908842496.2,10393063251318.2,10040664218355.2
"Industry (including construction), value added (constant 2015 US$)",NV.IND.TOTL.KD,Pre-demographic dividend,PRE,369488247527.558,384847162694.357,364776660863.674
"Industry (including construction), value added (constant 2015 US$)",NV.IND.TOTL.KD,Small states,SST,182086708930.625,181945616876.99,175677449515.207
"Industry (including construction), value added (constant 2015 US$)",NV.IND.TOTL.KD,South Asia,SAS,857732709740.554,857737075269.499,832195299893.967
"Industry (including construction), value added (constant 2015 US$)",NV.IND.TOTL.KD,South Asia (IDA & IBRD),TSA,857732709740.554,857737075269.499,832195299893.967
"Industry (including construction), value added (constant 2015 US$)",NV.IND.TOTL.KD,Sub-Saharan Africa,SSF,424792341638.952,435521309880.544,418140903237.537
"Industry (including construction), value added (constant 2015 US$)",NV.IND.TOTL.KD,Sub-Saharan Africa (excluding high income),SSA,424525574664.703,435270676564.039,417898148701.024
"Industry (including construction), value added (constant 2015 US$)",NV.IND.TOTL.KD,Sub-Saharan Africa (IDA & IBRD countries),TSS,424792341638.953,435521309880.544,418140903237.537
"Industry (including construction), value added (constant 2015 US$)",NV.IND.TOTL.KD,Upper middle income,UMC,7863433737538.92,8127162993760.27,8138399974429.29
"Industry (including construction), value added (constant 2015 US$)",NV.IND.TOTL.KD,World,WLD,22187182208125.2,22601886249989.7,22173665627312.6
,,,,,,
,,,,,,
,,,,,,
Data from database: World Development Indicators,,,,,,
Last Updated: 07/20/2022,,,,,,
